                                                    Concept  PeriodEnd                                                                                                                                                                                                                                             Dims         Value
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-12-28                                                                                                                                                                                                                                                   9.419300e+10
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-12-29                                                                                                                                                                                                                                                   8.882100e+10
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2023-12-31                                                                                                                                                                                                                                                   8.515900e+10
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2023-12-31                              srt:ProductOrServiceAxis:jnj:OtherOncologyMember; srt:StatementGeographicalAxis:us-gaap:NonUsMember; us-gaap:SubsegmentsAxis:jnj:OncologyMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  2.350000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-12-28                                                                                 srt:ProductOrServiceAxis:jnj:OtherOncologyMember; us-gaap:SubsegmentsAxis:jnj:OncologyMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  3.760000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-12-29                                                                                 srt:ProductOrServiceAxis:jnj:OtherOncologyMember; us-gaap:SubsegmentsAxis:jnj:OncologyMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  3.170000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2023-12-31                                                                                 srt:ProductOrServiceAxis:jnj:OtherOncologyMember; us-gaap:SubsegmentsAxis:jnj:OncologyMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  3.280000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-12-28                                                                                       srt:StatementGeographicalAxis:country:US; us-gaap:SubsegmentsAxis:jnj:ImmunologyMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  9.872000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-12-29                                                                                       srt:StatementGeographicalAxis:country:US; us-gaap:SubsegmentsAxis:jnj:ImmunologyMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  1.135500e+10
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2023-12-31                                                                                       srt:StatementGeographicalAxis:country:US; us-gaap:SubsegmentsAxis:jnj:ImmunologyMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  1.153900e+10
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-12-28                                                                              srt:StatementGeographicalAxis:us-gaap:NonUsMember; us-gaap:SubsegmentsAxis:jnj:ImmunologyMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  5.856000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-12-29                                                                              srt:StatementGeographicalAxis:us-gaap:NonUsMember; us-gaap:SubsegmentsAxis:jnj:ImmunologyMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  6.473000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2023-12-31                                                                              srt:StatementGeographicalAxis:us-gaap:NonUsMember; us-gaap:SubsegmentsAxis:jnj:ImmunologyMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  6.513000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-12-28                                                                                                                                 us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember; us-gaap:SubsegmentsAxis:jnj:ImmunologyMember  1.572800e+10
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-12-29                                                                                                                                 us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember; us-gaap:SubsegmentsAxis:jnj:ImmunologyMember  1.782800e+10
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2023-12-31                                                                                                                                 us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember; us-gaap:SubsegmentsAxis:jnj:ImmunologyMember  1.805200e+10
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-12-28                                          srt:ProductOrServiceAxis:jnj:RemicadeMember; srt:StatementGeographicalAxis:country:US; us-gaap:SubsegmentsAxis:jnj:ImmunologyMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  1.171000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-12-29                                          srt:ProductOrServiceAxis:jnj:RemicadeMember; srt:StatementGeographicalAxis:country:US; us-gaap:SubsegmentsAxis:jnj:ImmunologyMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  1.009000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2023-12-31                                          srt:ProductOrServiceAxis:jnj:RemicadeMember; srt:StatementGeographicalAxis:country:US; us-gaap:SubsegmentsAxis:jnj:ImmunologyMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  1.143000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-12-28                       srt:ProductOrServiceAxis:jnj:RemicadeMember; srt:StatementGeographicalAxis:jnj:UNITEDSTATESExportsMember; us-gaap:SubsegmentsAxis:jnj:ImmunologyMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  7.400000e+07
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-12-29                       srt:ProductOrServiceAxis:jnj:RemicadeMember; srt:StatementGeographicalAxis:jnj:UNITEDSTATESExportsMember; us-gaap:SubsegmentsAxis:jnj:ImmunologyMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  9.800000e+07
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2023-12-31                       srt:ProductOrServiceAxis:jnj:RemicadeMember; srt:StatementGeographicalAxis:jnj:UNITEDSTATESExportsMember; us-gaap:SubsegmentsAxis:jnj:ImmunologyMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  1.470000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-12-28                                 srt:ProductOrServiceAxis:jnj:RemicadeMember; srt:StatementGeographicalAxis:us-gaap:NonUsMember; us-gaap:SubsegmentsAxis:jnj:ImmunologyMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  5.230000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-12-29                                 srt:ProductOrServiceAxis:jnj:RemicadeMember; srt:StatementGeographicalAxis:us-gaap:NonUsMember; us-gaap:SubsegmentsAxis:jnj:ImmunologyMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  4.970000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2023-12-31                                 srt:ProductOrServiceAxis:jnj:RemicadeMember; srt:StatementGeographicalAxis:us-gaap:NonUsMember; us-gaap:SubsegmentsAxis:jnj:ImmunologyMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  5.490000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-12-28                                                                                    srt:ProductOrServiceAxis:jnj:RemicadeMember; us-gaap:SubsegmentsAxis:jnj:ImmunologyMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  1.768000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-12-29                                                                                    srt:ProductOrServiceAxis:jnj:RemicadeMember; us-gaap:SubsegmentsAxis:jnj:ImmunologyMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  1.605000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2023-12-31                                                                                    srt:ProductOrServiceAxis:jnj:RemicadeMember; us-gaap:SubsegmentsAxis:jnj:ImmunologyMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  1.839000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-12-28                                srt:ProductOrServiceAxis:jnj:SimponiSimponiAriaMember; srt:StatementGeographicalAxis:country:US; us-gaap:SubsegmentsAxis:jnj:ImmunologyMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  1.193000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-12-29                                srt:ProductOrServiceAxis:jnj:SimponiSimponiAriaMember; srt:StatementGeographicalAxis:country:US; us-gaap:SubsegmentsAxis:jnj:ImmunologyMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  1.082000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2023-12-31                                srt:ProductOrServiceAxis:jnj:SimponiSimponiAriaMember; srt:StatementGeographicalAxis:country:US; us-gaap:SubsegmentsAxis:jnj:ImmunologyMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  1.124000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-12-28                       srt:ProductOrServiceAxis:jnj:SimponiSimponiAriaMember; srt:StatementGeographicalAxis:us-gaap:NonUsMember; us-gaap:SubsegmentsAxis:jnj:ImmunologyMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  1.475000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-12-29                       srt:ProductOrServiceAxis:jnj:SimponiSimponiAriaMember; srt:StatementGeographicalAxis:us-gaap:NonUsMember; us-gaap:SubsegmentsAxis:jnj:ImmunologyMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  1.108000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2023-12-31                       srt:ProductOrServiceAxis:jnj:SimponiSimponiAriaMember; srt:StatementGeographicalAxis:us-gaap:NonUsMember; us-gaap:SubsegmentsAxis:jnj:ImmunologyMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  1.073000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-12-28                                                                          srt:ProductOrServiceAxis:jnj:SimponiSimponiAriaMember; us-gaap:SubsegmentsAxis:jnj:ImmunologyMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  2.668000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-12-29                                                                          srt:ProductOrServiceAxis:jnj:SimponiSimponiAriaMember; us-gaap:SubsegmentsAxis:jnj:ImmunologyMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  2.190000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2023-12-31                                                                          srt:ProductOrServiceAxis:jnj:SimponiSimponiAriaMember; us-gaap:SubsegmentsAxis:jnj:ImmunologyMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  2.197000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-12-28                                           srt:ProductOrServiceAxis:jnj:StelaraMember; srt:StatementGeographicalAxis:country:US; us-gaap:SubsegmentsAxis:jnj:ImmunologyMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  3.847000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-12-29                                           srt:ProductOrServiceAxis:jnj:StelaraMember; srt:StatementGeographicalAxis:country:US; us-gaap:SubsegmentsAxis:jnj:ImmunologyMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  6.720000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2023-12-31                                           srt:ProductOrServiceAxis:jnj:StelaraMember; srt:StatementGeographicalAxis:country:US; us-gaap:SubsegmentsAxis:jnj:ImmunologyMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  6.966000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-12-28                                  srt:ProductOrServiceAxis:jnj:StelaraMember; srt:StatementGeographicalAxis:us-gaap:NonUsMember; us-gaap:SubsegmentsAxis:jnj:ImmunologyMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  2.230000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-12-29                                  srt:ProductOrServiceAxis:jnj:StelaraMember; srt:StatementGeographicalAxis:us-gaap:NonUsMember; us-gaap:SubsegmentsAxis:jnj:ImmunologyMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  3.641000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2023-12-31                                  srt:ProductOrServiceAxis:jnj:StelaraMember; srt:StatementGeographicalAxis:us-gaap:NonUsMember; us-gaap:SubsegmentsAxis:jnj:ImmunologyMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  3.892000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-12-28                                                                                     srt:ProductOrServiceAxis:jnj:StelaraMember; us-gaap:SubsegmentsAxis:jnj:ImmunologyMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  6.078000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-12-29                                                                                     srt:ProductOrServiceAxis:jnj:StelaraMember; us-gaap:SubsegmentsAxis:jnj:ImmunologyMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  1.036100e+10
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2023-12-31                                                                                     srt:ProductOrServiceAxis:jnj:StelaraMember; us-gaap:SubsegmentsAxis:jnj:ImmunologyMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  1.085800e+10
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-12-28                                           srt:ProductOrServiceAxis:jnj:TremfyaMember; srt:StatementGeographicalAxis:country:US; us-gaap:SubsegmentsAxis:jnj:ImmunologyMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  3.529000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-12-29                                           srt:ProductOrServiceAxis:jnj:TremfyaMember; srt:StatementGeographicalAxis:country:US; us-gaap:SubsegmentsAxis:jnj:ImmunologyMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  2.443000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2023-12-31                                           srt:ProductOrServiceAxis:jnj:TremfyaMember; srt:StatementGeographicalAxis:country:US; us-gaap:SubsegmentsAxis:jnj:ImmunologyMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  2.147000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-12-28                                  srt:ProductOrServiceAxis:jnj:TremfyaMember; srt:StatementGeographicalAxis:us-gaap:NonUsMember; us-gaap:SubsegmentsAxis:jnj:ImmunologyMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  1.626000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-12-29                                  srt:ProductOrServiceAxis:jnj:TremfyaMember; srt:StatementGeographicalAxis:us-gaap:NonUsMember; us-gaap:SubsegmentsAxis:jnj:ImmunologyMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  1.227000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2023-12-31                                  srt:ProductOrServiceAxis:jnj:TremfyaMember; srt:StatementGeographicalAxis:us-gaap:NonUsMember; us-gaap:SubsegmentsAxis:jnj:ImmunologyMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  9.990000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-12-28                                                                                     srt:ProductOrServiceAxis:jnj:TremfyaMember; us-gaap:SubsegmentsAxis:jnj:ImmunologyMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  5.155000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-12-29                                                                                     srt:ProductOrServiceAxis:jnj:TremfyaMember; us-gaap:SubsegmentsAxis:jnj:ImmunologyMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  3.670000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2023-12-31                                                                                     srt:ProductOrServiceAxis:jnj:TremfyaMember; us-gaap:SubsegmentsAxis:jnj:ImmunologyMember; us-gaap:StatementBusinessSegmentsAxis:jnj:InnovativeMedicineMember  3.147000e+09
